edge_id:int,source_id:int,target_id:int,label_id:int
0,0,8145,2
1,0,6324,2
2,0,5533,2
3,0,8870,2
4,0,7909,2
5,0,6626,2
6,0,8215,2
7,0,4559,3
8,0,6348,2
9,0,4129,2
10,0,7044,2
11,0,6774,2
12,0,7689,3
13,0,5116,2
14,0,4680,3
15,0,4574,3
16,0,6741,2
17,0,4870,2
18,0,4054,2
19,0,4639,2
20,0,5182,2
21,0,6992,2
22,0,6159,3
23,0,4676,3
24,0,4143,2
25,0,3752,2
26,0,7721,3
27,0,6633,2
28,0,5769,2
29,0,10309,16
30,0,4142,2
31,0,4816,3
32,0,19404,16
33,0,8483,3
34,0,8608,2
35,0,5270,2
36,0,10127,12
37,0,5582,2
38,0,7212,2
39,0,6329,2
40,0,5038,2
41,0,6772,2
42,0,4040,3
43,0,8462,2
44,0,4209,2
45,0,4529,3
46,0,12237,16
47,0,5768,2
48,0,4290,2
49,0,7589,2
50,0,8470,2
51,0,4883,2
52,0,6777,2
53,0,7352,2
54,0,6208,3
55,0,7056,2
56,0,7060,2
57,0,8816,2
58,0,6903,2
59,0,6321,2
60,0,8101,3
61,0,9525,3
62,0,3729,2
63,0,7355,2
64,0,7653,3
65,0,6328,3
66,0,8074,2
67,0,6322,3
68,0,5746,2
69,0,3753,2
70,0,5776,2
71,0,7423,2
72,0,4376,2
73,0,4287,2
74,0,4806,2
75,0,9276,3
76,0,6519,2
77,0,6787,2
78,0,4013,2
79,0,8933,2
80,0,5194,2
81,0,5542,2
82,0,4382,2
83,0,8467,2
84,0,5425,2
85,0,7103,2
86,0,5095,2
87,0,4818,2
88,0,5343,2
89,0,9187,2
90,0,8640,3
91,0,4098,2
92,0,6813,2
93,0,7211,2
94,0,4640,2
95,0,4184,2
96,0,9661,2
97,0,3913,2
98,0,8282,2
99,0,8430,3
100,0,7027,2
101,0,7786,2
102,0,4634,2
103,0,8110,2
104,0,7256,2
105,0,4144,2
106,0,7239,2
107,0,7526,3
108,0,7593,2
109,0,4346,2
110,0,7293,2
111,0,4185,2
112,0,7038,2
113,0,7928,3
114,0,8068,2
115,0,3901,2
116,0,4196,2
117,0,8826,2
118,0,7041,2
119,0,4799,3
120,0,5529,2
121,0,7569,2
122,0,5407,2
123,0,9278,2
124,0,9326,2
125,0,6780,2
126,0,4097,2
127,0,6332,2
128,0,8312,2
129,0,7865,3
130,0,9564,2
131,0,7599,2
132,0,4038,3
133,0,8128,2
134,0,8111,2
135,0,8026,3
136,0,9543,2
137,0,6240,2
138,0,8684,2
139,0,8726,2
140,0,5128,2
141,0,7130,2
142,0,20383,16
143,0,4034,2
144,0,7676,2
145,0,9036,2
146,0,4839,2
147,0,5587,2
148,0,17577,16
149,0,4605,2
150,0,9016,3
151,0,5674,2
152,0,8127,3
153,0,7763,2
154,0,7594,2
155,0,19548,12
156,0,3744,2
157,0,7255,2
158,0,4210,2
159,0,7712,3
160,0,8512,2
161,0,19916,16
162,0,4741,2
163,0,7874,2
164,0,4879,2
165,0,8129,2
166,0,4921,2
167,0,3907,2
168,0,4095,2
169,0,8123,3
170,0,10344,12
171,0,10618,12
172,0,7139,2
173,0,4327,2
174,0,4437,3
175,0,4037,2
176,0,13116,12
177,0,21110,12
178,0,16169,12
179,0,8938,2
180,0,19070,12
181,0,11963,12
182,0,9872,12
183,0,8036,3
184,0,11232,16
185,0,6241,2
186,0,7982,2
187,0,8685,2
188,0,4719,2
189,0,5326,3
190,0,6560,2
191,0,6436,2
192,0,6239,2
193,0,6404,3
194,0,13052,16
195,0,4847,2
196,0,8507,2
197,0,9309,2
198,0,8060,3
199,0,4479,2
200,0,8173,3
201,0,20590,14
202,0,14373,14
203,0,8554,3
204,0,5256,2
205,0,7173,2
206,0,13237,16
207,0,7583,2
208,0,6597,2
209,0,7635,2
210,0,9199,2
211,0,5881,2
212,0,8511,2
213,0,4238,2
214,0,7794,3
215,0,14772,16
216,0,8491,2
217,0,6223,3
218,0,4161,2
219,0,6398,2
220,0,5297,2
221,0,6562,2
222,0,8187,2
223,0,6396,2
224,0,3998,2
225,0,3999,2
226,0,9026,2
227,0,6438,2
228,0,6441,2
229,0,4630,3
230,0,7225,2
231,0,8172,3
232,0,8866,2
233,0,9663,2
234,0,8805,2
235,0,6905,2
236,0,6355,2
237,0,7043,2
238,0,6991,2
239,0,7664,2
240,0,6927,2
241,0,4740,2
242,0,5104,2
243,0,9321,2
244,0,5044,2
245,0,7207,2
246,0,9323,2
247,0,5406,2
248,0,8387,2
249,0,6559,2
250,0,9513,2
251,0,7301,2
252,0,11445,16
253,0,7317,2
254,0,7761,2
255,0,9480,2
256,0,8680,2
257,0,4207,2
258,0,4259,2
259,0,10863,16
260,0,6695,2
261,0,8176,2
262,0,7057,2
263,0,5884,2
264,0,5359,2
265,0,4434,2
266,0,7429,2
267,0,9314,2
268,0,8906,2
269,0,20525,16
270,0,6375,2
271,0,8696,2
272,0,8695,2
273,0,4006,2
274,0,12667,16
275,0,9706,2
276,0,7461,2
277,0,6331,2
278,0,4460,2
279,0,5499,3
280,0,14149,16
281,0,7793,2
282,0,8210,2
283,0,7456,3
284,0,4449,2
285,0,6454,2
286,0,9610,2
287,0,8570,2
288,0,6469,2
289,0,8686,2
290,0,4838,2
291,0,7617,2
292,0,7115,2
293,0,7197,3
294,0,7711,2
295,0,18728,16
296,0,6090,3
297,0,6990,2
298,0,9072,2
299,0,7751,2
300,0,5631,2
301,0,8468,2
302,0,19839,16
303,0,6374,2
304,0,4002,2
305,0,6614,2
306,0,6470,2
307,0,9551,2
308,0,6471,2
309,0,9510,3
310,0,8951,3
311,0,7422,2
312,0,6389,2
313,0,8929,2
314,0,7765,2
315,0,9501,2
316,0,8189,2
317,0,5548,2
318,0,16610,5
319,0,8061,2
320,0,7745,2
321,0,9175,2
322,0,6844,2
323,0,4825,2
324,0,9253,2
325,0,8553,2
326,0,4793,2
327,0,6665,2
328,0,8550,2
329,0,4699,2
330,0,5824,3
331,0,11204,16
332,0,8407,2
333,0,8199,2
334,0,4685,2
335,0,9255,2
336,0,9173,2
337,0,5453,3
338,0,7230,3
339,0,5625,2
340,0,7537,2
341,0,5789,2
342,0,9467,2
343,0,4575,2
344,0,4438,2
345,0,3996,2
346,0,8956,2
347,0,7938,2
348,0,15172,16
349,0,4724,2
350,0,4608,2
351,0,7621,2
352,0,9054,2
353,0,9033,2
354,0,5037,2
355,0,5386,2
356,0,6237,2
357,0,4970,2
358,0,9395,2
359,0,8784,2
360,0,11227,16
361,0,9556,2
362,0,7226,2
363,0,7049,2
364,0,9511,2
365,0,6455,2
366,0,5376,2
367,0,7404,2
368,0,9683,2
369,0,6898,2
370,0,7426,2
371,0,7943,2
372,0,9681,2
373,0,7099,2
374,0,8633,2
375,0,7615,2
376,0,4255,2
377,0,9214,2
378,0,9024,2
379,0,8399,2
380,0,7709,2
381,0,11446,16
382,0,4715,2
383,0,4457,2
384,0,12094,4
385,0,6949,2
386,0,6950,2
387,0,4269,3
388,0,8612,2
389,0,5595,2
390,0,4236,2
391,0,6785,2
392,0,4874,2
393,0,7714,2
394,0,9328,2
395,0,9741,2
396,0,5859,2
397,0,5045,3
398,0,4107,2
399,0,6938,2
400,0,11223,16
401,0,9138,2
402,0,4426,2
403,0,8572,2
404,0,6251,2
405,0,8723,2
406,0,5175,3
407,0,6440,3
408,0,8102,2
409,0,8787,3
410,0,6786,2
411,0,9500,2
412,0,8219,2
413,0,9394,3
414,0,4567,2
415,0,8650,2
416,0,3997,2
417,0,5341,2
418,0,7672,2
419,0,9629,2
420,0,3992,2
421,0,8211,2
422,0,6548,2
423,0,9737,2
424,0,7538,2
425,0,4162,2
426,0,6873,2
427,0,9398,3
428,0,9209,2
429,0,6399,2
430,0,7459,2
431,0,8785,3
432,0,6456,2
433,0,5990,2
434,0,19922,16
435,0,5252,2
436,0,8820,2
437,0,19644,16
438,0,8813,2
439,0,7350,2
440,0,6749,2
441,0,7961,3
442,0,15448,16
443,0,7434,2
444,0,4804,2
445,0,9495,2
446,0,8688,2
447,0,4855,2
448,0,9049,2
449,0,4005,2
450,0,8035,2
451,0,6388,2
452,0,9231,2
453,0,5381,2
454,0,9553,2
455,0,7768,2
456,0,7557,2
457,0,8693,2
458,0,5126,3
459,0,6378,2
460,0,5353,3
461,0,6457,2
462,0,5604,2
463,0,4187,2
464,0,5337,3
465,0,4378,2
466,0,4670,2
467,0,5048,2
468,0,5118,2
469,0,7656,2
470,0,7887,2
471,0,9372,2
472,0,8270,3
473,0,8526,2
474,0,7802,2
475,0,9659,2
476,0,6409,2
477,0,8815,2
478,0,6405,2
479,0,8413,2
480,0,4803,2
481,0,4424,2
482,0,4000,2
483,0,4012,2
484,0,4820,2
485,0,6523,2
486,0,4822,2
487,0,6249,2
488,0,8658,2
489,0,4011,2
490,0,7181,3
491,0,8018,2
492,0,8656,2
493,0,5693,2
494,0,7490,2
495,0,6989,2
496,0,6357,2
497,0,4954,2
498,0,7179,2
499,0,7720,3
500,0,7801,2
501,0,6754,2
502,0,5502,2
503,0,6705,2
504,0,5905,2
505,0,5890,2
506,0,8743,2
507,0,5807,2
508,0,7272,2
509,0,4246,3
510,0,9476,2
511,0,6931,2
512,0,7180,2
513,0,5040,2
514,0,6997,2
515,0,4060,2
516,0,9452,2
517,0,4923,2
518,0,4058,2
519,0,8374,2
520,0,7669,3
521,0,8566,2
522,0,9325,2
523,0,7911,2
524,0,3800,2
525,0,6887,2
526,0,6189,2
527,0,4668,2
528,0,6956,2
529,0,4704,3
530,0,9679,3
531,0,17706,16
532,0,6734,2
533,0,8812,2
534,0,6285,3
535,0,5886,2
536,0,9305,2
537,0,3874,2
538,0,5814,2
539,0,7727,2
540,0,3841,2
541,0,10221,16
542,0,8294,2
543,0,10853,16
544,0,7647,2
545,0,9652,2
546,0,9126,2
547,0,8890,2
548,0,9672,2
549,0,3812,2
550,0,7274,2
551,0,3814,3
552,0,6247,3
553,0,3896,3
554,0,9370,2
555,0,4953,2
556,0,6280,3
557,0,3767,2
558,0,7320,2
559,0,6759,2
560,0,7872,2
561,0,8525,2
562,0,6929,2
563,0,3793,2
564,0,6954,2
565,0,4062,2
566,0,3809,3
567,0,4356,2
568,0,6834,2
569,0,5257,2
570,0,16492,12
571,0,9593,2
572,0,11821,12
573,0,8835,2
574,0,9742,2
575,0,7576,2
576,0,7789,2
577,0,6934,2
578,0,20739,16
579,0,7864,2
580,0,7804,2
581,0,9198,2
582,0,8974,2
583,0,3733,3
584,0,7603,2
585,0,3763,2
586,0,8072,2
587,0,6965,2
588,0,6634,2
589,0,8355,3
590,0,7232,2
591,0,7251,2
592,0,8562,2
593,0,4789,2
594,0,5880,2
595,0,7650,2
596,0,5276,2
597,0,5505,2
598,0,7704,2
599,0,5525,2
600,0,9132,2
601,0,6883,3
602,0,9653,2
603,0,8069,2
604,0,5120,2
605,0,6986,2
606,0,10792,12
607,0,4875,2
608,0,4245,3
609,0,8115,2
610,0,8236,2
611,0,8283,2
612,0,7356,2
613,0,12930,16
614,0,6369,2
615,0,4663,2
616,0,8839,2
617,0,9924,16
618,0,6313,2
619,0,20217,16
620,0,5805,2
621,0,18468,16
622,0,8873,2
623,0,6367,2
624,0,4665,2
625,0,4612,2
626,0,7161,2
627,0,5735,2
628,0,9277,2
629,0,10498,12
630,0,4329,2
631,0,3749,2
632,0,5585,2
633,0,3828,2
634,0,7891,2
635,0,4325,2
636,0,13219,17
637,0,5878,2
638,0,9964,16
639,0,17911,12
640,0,7677,3
641,0,4591,3
642,0,4736,3
643,0,6977,2
644,0,7208,2
645,0,9685,3
646,0,15314,16
647,0,8285,2
648,0,8134,2
649,0,7271,2
650,0,9745,2
651,0,3855,2
652,0,8153,2
653,0,8358,3
654,0,6909,2
655,0,17176,16
656,0,7645,2
657,0,9650,2
658,0,4218,2
659,0,5747,2
660,0,6985,2
661,0,5070,2
662,0,7597,2
663,0,8130,2
664,0,5677,3
665,0,9039,3
666,0,3921,2
667,0,19506,12
668,0,10580,12
669,0,5810,2
670,0,9301,2
671,0,4019,3
672,0,9148,2
673,0,6333,2
674,0,7206,2
675,0,8609,2
676,0,8372,2
677,0,5862,2
678,0,6795,3
679,0,5969,2
680,0,5755,2
681,0,4782,2
682,0,6316,2
683,0,19633,16
684,0,7936,3
685,0,9680,2
686,0,5752,2
687,0,5274,2
688,0,4296,3
689,0,6951,2
690,0,8624,2
691,0,5241,2
692,0,20666,16
693,0,8593,2
694,0,4031,3
695,0,4594,3
696,0,6290,2
697,0,7950,3
698,0,5599,2
699,0,4231,2
700,0,7243,2
701,0,3825,2
702,0,9331,2
703,0,3844,2
704,0,3911,3
705,0,6958,2
706,0,4733,2
707,0,7549,2
708,0,5600,2
709,0,7169,2
710,0,7920,2
711,0,18460,12
712,0,7739,3
713,0,9616,2
714,0,13812,12
715,0,4743,2
716,0,9654,2
717,0,6598,2
718,0,6585,2
719,0,8303,2
720,0,3895,2
721,0,5516,2
722,0,3801,3
723,0,8492,2
724,0,7639,2
725,0,6289,3
726,0,4662,2
727,0,4130,2
728,0,12861,16
729,0,5101,2
730,0,9475,2
731,0,4708,2
732,0,6836,2
733,0,5927,2
734,0,7244,2
735,0,3794,2
736,0,9146,2
737,0,11318,16
738,0,5121,2
739,0,7729,2
740,0,18330,12
741,0,6964,2
742,0,9595,2
743,0,6783,2
744,0,6892,2
745,0,7281,2
746,0,9740,2
747,0,3786,2
748,0,4039,2
749,0,7228,2
750,0,7295,2
751,0,9133,2
752,0,3885,2
753,0,7246,2
754,0,5778,2
755,0,4242,2
756,0,3720,2
757,0,3764,2
758,0,7135,2
759,0,6906,2
760,0,18146,16
761,0,7158,2
762,0,8162,2
763,0,19844,12
764,0,11433,12
765,0,9287,2
766,0,6336,3
767,0,16101,12
768,0,8710,2
769,0,4653,2
770,0,4071,2
771,0,9272,2
772,0,8871,2
773,0,20345,16
774,0,4088,2
775,0,7051,2
776,0,6351,3
777,0,9491,2
778,0,6594,2
779,0,6925,2
780,0,8216,2
781,0,4036,2
782,0,7028,2
783,0,3900,2
784,0,9282,2
785,0,7976,2
786,0,4756,3
787,0,8863,2
788,0,7167,2
789,0,7641,2
790,0,13607,12
791,0,20384,12
792,0,8861,2
793,0,17242,12
794,0,7907,2
795,0,9738,2
796,0,4885,2
797,0,9487,2
798,0,7053,2
799,0,9574,2
800,0,8218,2
801,0,4558,3
802,0,7297,2
803,0,7995,2
804,0,4214,2
805,0,6833,3
806,0,4256,2
807,0,8188,3
808,0,7346,2
809,0,7787,3
810,0,6341,2
811,0,6343,2
812,0,6234,3
813,0,9484,2
814,0,15928,12
815,0,12793,12
816,0,3836,2
817,0,6414,2
818,0,6126,2
819,0,18004,16
820,0,8031,3
821,0,5669,3
822,0,8364,2
823,0,8563,2
824,0,8226,2
825,0,9726,2
826,0,7912,2
827,0,7779,2
828,0,8443,3
829,0,8240,2
830,0,3754,2
831,0,6916,2
832,0,19249,16
833,0,7777,2
834,0,11836,12
835,0,5906,2
836,0,11088,12
837,0,15953,12
838,0,4182,2
839,0,8065,2
840,0,5827,2
841,0,5507,2
842,0,3738,2
843,0,6987,2
844,0,5815,2
845,0,4066,2
846,0,9158,2
847,0,9647,2
848,0,13556,12
849,0,9902,12
850,0,12363,12
851,0,7263,2
852,0,6231,3
853,0,7196,2
854,0,9156,2
855,0,9570,2
856,0,20585,12
857,0,17853,12
858,0,13648,12
859,0,3897,2
860,0,12270,12
861,0,4254,2
862,0,8305,2
863,0,7902,2
864,0,9655,2
865,0,9877,12
866,0,3747,3
867,0,3759,2
868,0,4877,2
869,0,6976,2
870,0,3851,2
871,0,5029,2
872,0,13378,6
873,0,9332,2
874,0,4229,2
875,0,5417,3
876,0,6190,2
877,0,4783,2
878,0,6755,3
879,0,3807,2
880,0,8261,2
881,0,7987,3
882,0,8113,2
883,0,9188,2
884,0,16120,16
885,0,11640,16
886,0,8606,2
887,0,8421,2
888,0,8594,2
889,0,5993,2
890,0,4753,2
891,0,7200,2
892,0,8347,2
893,0,7331,2
894,0,7900,2
895,0,7875,2
896,0,6837,2
897,0,5578,3
898,0,6853,3
899,0,4530,3
900,0,9285,2
901,0,5788,2
902,0,7638,2
903,0,5036,2
904,0,9299,2
905,0,7604,2
906,0,4732,2
907,0,6920,2
908,0,18533,16
909,0,8858,2
910,0,6921,2
911,0,9334,2
912,0,8476,2
913,0,6364,2
914,0,7652,2
915,0,4114,2
916,0,7186,2
917,0,6982,2
918,0,8626,2
919,0,4212,2
920,0,6194,2
921,0,5517,2
922,0,9336,2
923,0,8610,3
924,0,4745,2
925,0,7183,2
926,0,8244,3
927,0,4225,2
928,0,5601,2
929,0,8860,2
930,0,6606,2
931,0,7605,2
932,0,8450,2
933,0,7201,2
934,0,3758,2
935,0,8293,3
936,0,16720,16
937,0,12403,16
938,0,3883,2
939,0,8970,2
940,0,4633,2
941,0,8528,2
942,0,6975,2
943,0,8306,2
944,0,7914,2
945,0,7915,2
946,0,7198,2
947,0,16133,12
948,0,6318,2
949,0,10450,12
950,0,3804,3
951,0,5187,2
952,0,8066,2
953,0,8185,2
954,0,7133,2
955,0,9667,2
956,0,4057,2
957,0,6743,2
958,0,4766,3
959,0,9594,2
960,0,4506,3
961,0,8183,3
962,0,6651,2
963,0,5079,2
964,0,5602,2
965,0,7529,3
966,0,4044,2
967,0,6747,2
968,0,8042,2
969,0,6582,2
970,0,8689,2
971,0,6876,3
972,0,7469,2
973,0,7140,2
974,0,5097,2
975,0,9704,2
976,0,4651,2
977,0,8868,2
978,0,9573,2
979,0,6330,2
980,0,7991,2
981,0,7018,2
982,0,4764,3
983,0,5261,2
984,0,3785,2
985,0,9157,2
986,0,8520,2
987,0,6312,2
